Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,CK,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,CK_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90
Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,32.0,28,20,1898,21.1,0,0.1,2,121,0,4,0,7,9,6,0.66,0.05,34,22,25,23,77,1,0.0,0.005,0.095,5.735,0.0,0.19,0.0,0.332,0.427,0.284,1.611,1.043,1.185,1.09,3.649,0.047
Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,28.0,17,13,1159,12.9,1,1.8,27,52,0,78,27,11,24,45,3.97,0.16,21,13,7,13,42,2,0.078,0.14,2.093,4.031,0.0,6.047,2.093,0.853,1.86,3.488,1.628,1.008,0.543,1.008,3.256,0.155
David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,23.0,14,6,619,6.9,1,0.9,7,22,1,55,0,3,12,42,2.76,0.15,6,3,6,5,17,0,0.145,0.13,1.014,3.188,0.145,7.971,0.0,0.435,1.739,6.087,0.87,0.435,0.87,0.725,2.464,0.0
James Justin,eng ENG,DF,Leicester City,eng Premier League,26.0,36,34,2912,32.4,2,0.8,14,91,1,57,0,9,30,96,1.02,0.06,58,37,46,48,141,3,0.062,0.025,0.432,2.809,0.031,1.759,0.0,0.278,0.926,2.963,1.79,1.142,1.42,1.481,4.352,0.093
Christian Kabasele,be BEL,DF,Udinese,it Serie A,33.0,16,12,1161,12.9,0,0.4,6,44,0,2,0,1,1,7,0.93,0.0,17,9,14,14,75,1,0.0,0.031,0.465,3.411,0.0,0.155,0.0,0.078,0.078,0.543,1.318,0.698,1.085,1.085,5.814,0.078
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32.0,24,18,1576,17.5,0,2.0,21,47,1,74,0,5,8,86,2.34,0.06,25,14,20,13,54,1,0.0,0.114,1.2,2.686,0.057,4.229,0.0,0.286,0.457,4.914,1.429,0.8,1.143,0.743,3.086,0.057
Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24.0,29,25,2337,26.0,0,0.5,11,117,2,22,0,4,11,24,1.39,0.04,41,25,17,27,68,1,0.0,0.019,0.423,4.5,0.077,0.846,0.0,0.154,0.423,0.923,1.577,0.962,0.654,1.038,2.615,0.038
Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,23.0,24,11,1022,11.4,1,1.0,12,33,1,16,0,16,29,62,2.02,0.26,29,13,9,7,25,0,0.088,0.088,1.053,2.895,0.088,1.404,0.0,1.404,2.544,5.439,2.544,1.14,0.789,0.614,2.193,0.0
Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30.0,30,25,2001,22.2,4,2.7,24,61,0,106,15,18,46,103,1.98,0.27,35,25,26,23,49,1,0.18,0.122,1.081,2.748,0.0,4.775,0.676,0.811,2.072,4.64,1.577,1.126,1.171,1.036,2.207,0.045
Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,19.0,19,12,1117,12.4,0,0.1,1,16,0,0,0,5,5,0,0.4,0.0,17,12,10,10,56,1,0.0,0.008,0.081,1.29,0.0,0.0,0.0,0.403,0.403,0.0,1.371,0.968,0.806,0.806,4.516,0.081
Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22.0,22,12,1130,12.6,2,3.3,24,40,0,50,20,8,22,69,3.42,0.4,17,8,13,17,23,1,0.159,0.262,1.905,3.175,0.0,3.968,1.587,0.635,1.746,5.476,1.349,0.635,1.032,1.349,1.825,0.079
Michael Kayode,it ITA,DF,Brentford,eng Premier League,20.0,12,6,528,5.9,1,1.2,8,12,0,10,0,9,18,24,3.24,0.51,17,11,7,3,19,0,0.169,0.203,1.356,2.034,0.0,1.695,0.0,1.525,3.051,4.068,2.881,1.864,1.186,0.508,3.22,0.0
Michael Keane,eng ENG,DF,Everton,eng Premier League,31.0,14,11,1049,11.7,0,0.1,2,14,0,1,0,0,1,3,0.51,0.0,12,9,16,14,65,2,0.0,0.009,0.171,1.197,0.0,0.085,0.0,0.0,0.085,0.256,1.026,0.769,1.368,1.197,5.556,0.171
Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27.0,27,27,2383,26.5,0,0.3,5,139,1,2,0,1,3,2,0.98,0.11,37,23,36,18,113,1,0.0,0.011,0.189,5.245,0.038,0.075,0.0,0.038,0.113,0.075,1.396,0.868,1.358,0.679,4.264,0.038
Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,25.0,12,11,1013,11.3,0,0.1,3,36,1,14,0,0,1,26,1.07,0.0,15,11,2,11,56,3,0.0,0.009,0.265,3.186,0.088,1.239,0.0,0.0,0.088,2.301,1.327,0.973,0.177,0.973,4.956,0.265
Marc-Oliver Kempf,de GER,DF,Como,it Serie A,29.0,31,30,2615,29.1,0,1.2,10,85,3,4,0,4,5,4,1.17,0.07,30,20,33,35,136,4,0.0,0.041,0.344,2.921,0.103,0.137,0.0,0.137,0.172,0.137,1.031,0.687,1.134,1.203,4.674,0.137
Luca Kerber,de GER,"MF,DF",Heidenheim,de Bundesliga,22.0,23,7,783,8.7,0,0.7,6,16,1,3,0,1,5,12,1.03,0.11,26,16,5,14,25,1,0.0,0.08,0.69,1.839,0.115,0.345,0.0,0.115,0.575,1.379,2.989,1.839,0.575,1.609,2.874,0.115
Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,20.0,38,38,3336,37.1,5,3.9,35,159,2,142,7,22,48,197,2.24,0.24,52,26,45,38,106,4,0.135,0.105,0.943,4.286,0.054,3.827,0.189,0.593,1.294,5.31,1.402,0.701,1.213,1.024,2.857,0.108
Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20.0,6,6,503,5.6,0,0.1,2,25,0,1,0,0,2,2,0.89,0.0,5,4,3,5,29,1,0.0,0.018,0.357,4.464,0.0,0.179,0.0,0.0,0.357,0.357,0.893,0.714,0.536,0.893,5.179,0.179
Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20.0,13,11,975,10.8,0,0.3,2,43,0,5,0,1,1,6,1.02,0.0,15,11,26,17,57,0,0.0,0.028,0.185,3.981,0.0,0.463,0.0,0.093,0.093,0.556,1.389,1.019,2.407,1.574,5.278,0.0
Kialonda,ao ANG,DF,Lecce,it Serie A,26.0,24,24,2144,23.8,1,0.4,6,34,0,3,0,8,10,5,0.63,0.04,34,12,32,44,132,1,0.042,0.017,0.252,1.429,0.0,0.126,0.0,0.336,0.42,0.21,1.429,0.504,1.345,1.849,5.546,0.042
Max Kilman,eng ENG,DF,West Ham,eng Premier League,27.0,38,38,3348,37.2,1,1.2,16,113,0,4,0,16,22,6,0.86,0.13,39,24,38,58,212,6,0.027,0.032,0.43,3.038,0.0,0.108,0.0,0.43,0.591,0.161,1.048,0.645,1.022,1.559,5.699,0.161
Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27.0,28,26,2190,24.3,1,1.3,10,77,3,12,0,10,12,3,1.27,0.12,42,30,32,42,162,2,0.041,0.053,0.412,3.169,0.123,0.494,0.0,0.412,0.494,0.123,1.728,1.235,1.317,1.728,6.667,0.082
Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24.0,17,10,1122,12.5,0,0.3,5,48,3,2,0,3,5,1,0.64,0.0,22,8,6,13,58,3,0.0,0.024,0.4,3.84,0.24,0.16,0.0,0.24,0.4,0.08,1.76,0.64,0.48,1.04,4.64,0.24
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28.0,28,20,1838,20.4,0,0.1,2,83,0,11,0,4,5,26,0.83,0.1,27,14,24,31,143,3,0.0,0.005,0.098,4.069,0.0,0.539,0.0,0.196,0.245,1.275,1.324,0.686,1.176,1.52,7.01,0.147
Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,30,18,1597,17.7,5,5.2,27,58,4,32,0,26,56,146,3.5,0.56,41,22,12,23,24,0,0.282,0.294,1.525,3.277,0.226,1.808,0.0,1.469,3.164,8.249,2.316,1.243,0.678,1.299,1.356,0.0
Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,30,30,2586,28.7,0,0.2,7,93,0,1,0,1,3,4,0.73,0.14,24,11,25,39,197,4,0.0,0.007,0.244,3.24,0.0,0.035,0.0,0.035,0.105,0.139,0.836,0.383,0.871,1.359,6.864,0.139
Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25.0,27,14,1343,14.9,2,1.6,16,39,1,58,5,15,41,122,2.55,0.27,20,10,10,21,26,0,0.134,0.107,1.074,2.617,0.067,3.893,0.336,1.007,2.752,8.188,1.342,0.671,0.671,1.409,1.745,0.0
Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30.0,28,28,2295,25.5,0,0.6,11,101,5,16,0,5,9,31,1.14,0.08,62,46,42,43,127,0,0.0,0.024,0.431,3.961,0.196,0.627,0.0,0.196,0.353,1.216,2.431,1.804,1.647,1.686,4.98,0.0
Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,23,23,1903,21.1,2,1.8,17,142,0,10,0,3,15,47,1.75,0.19,41,26,25,16,53,1,0.095,0.085,0.806,6.73,0.0,0.474,0.0,0.142,0.711,2.227,1.943,1.232,1.185,0.758,2.512,0.047
Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27.0,19,17,1307,14.5,0,0.8,9,53,1,16,0,1,1,16,1.58,0.07,26,17,6,23,68,0,0.0,0.055,0.621,3.655,0.069,1.103,0.0,0.069,0.069,1.103,1.793,1.172,0.414,1.586,4.69,0.0
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,31,30,2560,28.4,2,1.0,10,115,1,0,0,3,6,3,1.09,0.25,40,26,17,29,133,3,0.07,0.035,0.352,4.049,0.035,0.0,0.0,0.106,0.211,0.106,1.408,0.915,0.599,1.021,4.683,0.106
Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31.0,25,22,2020,22.4,0,0.2,5,105,2,4,0,10,15,11,1.07,0.0,60,38,22,23,64,4,0.0,0.009,0.223,4.688,0.089,0.179,0.0,0.446,0.67,0.491,2.679,1.696,0.982,1.027,2.857,0.179
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26.0,34,33,2936,32.6,0,0.4,6,90,6,5,0,8,18,11,0.74,0.09,34,18,24,20,114,4,0.0,0.012,0.184,2.761,0.184,0.153,0.0,0.245,0.552,0.337,1.043,0.552,0.736,0.613,3.497,0.123
Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23.0,18,12,1125,12.5,0,0.0,1,46,1,3,0,5,12,14,0.56,0.0,16,11,13,16,25,1,0.0,0.0,0.08,3.68,0.08,0.24,0.0,0.4,0.96,1.12,1.28,0.88,1.04,1.28,2.0,0.08
Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24.0,21,4,748,8.3,0,0.8,10,23,0,24,0,8,17,48,2.17,0.24,18,10,15,8,37,0,0.0,0.096,1.205,2.771,0.0,2.892,0.0,0.964,2.048,5.783,2.169,1.205,1.807,0.964,4.458,0.0
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20.0,30,28,2468,27.4,2,1.0,10,104,1,13,0,7,12,8,1.13,0.15,40,20,33,34,147,2,0.073,0.036,0.365,3.796,0.036,0.474,0.0,0.255,0.438,0.292,1.46,0.73,1.204,1.241,5.365,0.073
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25.0,32,29,2605,28.9,3,3.9,32,165,6,63,0,22,50,190,2.04,0.24,63,43,20,35,68,2,0.104,0.135,1.107,5.709,0.208,2.18,0.0,0.761,1.73,6.574,2.18,1.488,0.692,1.211,2.353,0.069
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27.0,11,8,756,8.4,0,0.0,0,12,0,0,0,0,0,0,0.41,0.0,22,17,12,17,54,0,0.0,0.0,0.0,1.429,0.0,0.0,0.0,0.0,0.0,0.0,2.619,2.024,1.429,2.024,6.429,0.0
Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21.0,16,15,1217,13.5,2,1.8,28,37,1,38,24,9,20,57,3.33,0.15,32,18,17,12,15,0,0.148,0.133,2.074,2.741,0.074,2.815,1.778,0.667,1.481,4.222,2.37,1.333,1.259,0.889,1.111,0.0
Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25.0,28,27,2440,27.1,0,0.3,8,144,3,11,0,7,12,6,1.07,0.15,23,16,34,24,93,5,0.0,0.011,0.295,5.314,0.111,0.406,0.0,0.258,0.443,0.221,0.849,0.59,1.255,0.886,3.432,0.185
Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27.0,30,28,2513,27.9,3,3.1,20,172,2,59,0,22,49,162,2.15,0.36,59,33,20,50,97,1,0.108,0.111,0.717,6.165,0.072,2.115,0.0,0.789,1.756,5.806,2.115,1.183,0.717,1.792,3.477,0.036
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22.0,24,19,1754,19.5,0,0.3,4,76,1,10,0,10,13,19,0.87,0.05,31,21,21,18,80,2,0.0,0.015,0.205,3.897,0.051,0.513,0.0,0.513,0.667,0.974,1.59,1.077,1.077,0.923,4.103,0.103
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31.0,28,22,1842,20.5,1,0.8,11,78,0,30,0,0,9,49,1.27,0.2,40,21,53,32,61,3,0.049,0.039,0.537,3.805,0.0,1.463,0.0,0.0,0.439,2.39,1.951,1.024,2.585,1.561,2.976,0.146
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19.0,14,12,951,10.6,0,0.3,5,37,1,14,0,9,22,71,1.42,0.38,28,14,8,11,32,1,0.0,0.028,0.472,3.491,0.094,1.321,0.0,0.849,2.075,6.698,2.642,1.321,0.755,1.038,3.019,0.094
Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24.0,35,34,2972,33.0,0,0.0,1,71,0,6,0,4,8,3,0.48,0.06,51,26,34,48,224,2,0.0,0.0,0.03,2.152,0.0,0.182,0.0,0.121,0.242,0.091,1.545,0.788,1.03,1.455,6.788,0.061
Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28.0,34,33,2845,31.6,4,3.3,41,97,3,170,45,16,43,132,2.21,0.19,43,26,23,28,79,0,0.127,0.104,1.297,3.07,0.095,5.38,1.424,0.506,1.361,4.177,1.361,0.823,0.728,0.886,2.5,0.0
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,35,35,3116,34.6,1,1.0,8,65,3,7,0,8,14,7,0.81,0.12,68,41,54,48,207,2,0.029,0.029,0.231,1.879,0.087,0.202,0.0,0.231,0.405,0.202,1.965,1.185,1.561,1.387,5.983,0.058
Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20.0,8,7,583,6.5,1,0.1,1,31,2,0,0,3,5,0,0.31,0.15,12,8,4,5,30,0,0.154,0.015,0.154,4.769,0.308,0.0,0.0,0.462,0.769,0.0,1.846,1.231,0.615,0.769,4.615,0.0
Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27.0,29,19,1699,18.9,2,2.7,20,141,3,21,0,17,30,113,3.28,0.42,49,27,8,24,24,1,0.106,0.143,1.058,7.46,0.159,1.111,0.0,0.899,1.587,5.979,2.593,1.429,0.423,1.27,1.27,0.053
Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31.0,21,6,757,8.4,0,1.0,9,25,2,29,0,5,10,32,1.78,0.12,22,13,12,12,30,0,0.0,0.119,1.071,2.976,0.238,3.452,0.0,0.595,1.19,3.81,2.619,1.548,1.429,1.429,3.571,0.0
Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32.0,30,29,2686,29.8,2,4.3,41,138,4,126,10,15,24,91,2.68,0.2,66,42,25,25,75,2,0.067,0.144,1.376,4.631,0.134,4.228,0.336,0.503,0.805,3.054,2.215,1.409,0.839,0.839,2.517,0.067
Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,15,10,860,9.6,2,0.8,5,14,0,28,1,10,31,45,1.78,0.31,17,11,7,15,23,1,0.208,0.083,0.521,1.458,0.0,2.917,0.104,1.042,3.229,4.688,1.771,1.146,0.729,1.562,2.396,0.104
Toni Lato,es ESP,DF,Mallorca,es La Liga,26.0,14,7,621,6.9,0,0.4,6,26,0,23,0,0,4,35,2.03,0.15,17,11,6,10,33,0,0.0,0.058,0.87,3.768,0.0,3.333,0.0,0.0,0.58,5.072,2.464,1.594,0.87,1.449,4.783,0.0
Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28.0,33,26,2307,25.6,6,3.3,33,76,0,145,57,14,37,131,2.03,0.31,26,12,11,28,38,1,0.234,0.129,1.289,2.969,0.0,5.664,2.227,0.547,1.445,5.117,1.016,0.469,0.43,1.094,1.484,0.039
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33.0,27,17,1459,16.2,3,3.4,18,40,2,70,12,7,22,88,1.42,0.25,21,10,11,19,39,0,0.185,0.21,1.111,2.469,0.123,4.321,0.741,0.432,1.358,5.432,1.296,0.617,0.679,1.173,2.407,0.0
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30.0,25,16,1406,15.6,1,1.3,20,66,1,97,0,15,24,96,2.3,0.13,26,16,10,9,19,0,0.064,0.083,1.282,4.231,0.064,6.218,0.0,0.962,1.538,6.154,1.667,1.026,0.641,0.577,1.218,0.0
Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26.0,16,15,1378,15.3,1,0.3,5,39,1,6,0,4,6,1,0.91,0.13,27,15,33,18,75,0,0.065,0.02,0.327,2.549,0.065,0.392,0.0,0.261,0.392,0.065,1.765,0.98,2.157,1.176,4.902,0.0
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27.0,27,24,2151,23.9,0,0.5,3,55,0,1,0,2,4,6,0.29,0.04,27,18,10,20,120,1,0.0,0.021,0.126,2.301,0.0,0.042,0.0,0.084,0.167,0.251,1.13,0.753,0.418,0.837,5.021,0.042
Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30.0,34,34,3060,34.0,1,1.1,10,89,5,12,0,8,17,13,0.76,0.03,52,30,32,56,206,3,0.029,0.032,0.294,2.618,0.147,0.353,0.0,0.235,0.5,0.382,1.529,0.882,0.941,1.647,6.059,0.088
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25.0,30,29,2546,28.3,2,1.0,13,116,0,10,0,10,15,16,1.17,0.11,64,32,57,61,162,1,0.071,0.035,0.459,4.099,0.0,0.353,0.0,0.353,0.53,0.565,2.261,1.131,2.014,2.155,5.724,0.035
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26.0,14,6,674,7.5,0,0.2,2,25,0,3,0,0,1,5,0.93,0.0,12,4,10,12,42,1,0.0,0.027,0.267,3.333,0.0,0.4,0.0,0.0,0.133,0.667,1.6,0.533,1.333,1.6,5.6,0.133
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33.0,37,37,3325,36.9,3,1.9,14,143,0,8,0,4,6,5,1.0,0.11,46,28,41,38,181,1,0.081,0.051,0.379,3.875,0.0,0.217,0.0,0.108,0.163,0.136,1.247,0.759,1.111,1.03,4.905,0.027
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31.0,16,8,773,8.6,0,0.5,8,35,0,16,0,6,14,21,1.86,0.12,15,12,9,7,29,2,0.0,0.058,0.93,4.07,0.0,1.86,0.0,0.698,1.628,2.442,1.744,1.395,1.047,0.814,3.372,0.233
Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30.0,17,15,1364,15.2,3,1.1,10,48,6,10,0,10,16,21,1.71,0.33,51,31,27,12,50,3,0.197,0.072,0.658,3.158,0.395,0.658,0.0,0.658,1.053,1.382,3.355,2.039,1.776,0.789,3.289,0.197
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29.0,23,23,1972,21.9,1,1.1,5,79,0,4,0,3,3,1,0.78,0.09,27,17,22,24,104,1,0.046,0.05,0.228,3.607,0.0,0.183,0.0,0.137,0.137,0.046,1.233,0.776,1.005,1.096,4.749,0.046
Giovanni Leoni,it ITA,DF,Parma,it Serie A,17.0,17,14,1199,13.3,0,0.0,1,21,0,3,0,3,3,5,0.23,0.0,14,6,15,20,63,1,0.0,0.0,0.075,1.579,0.0,0.226,0.0,0.226,0.226,0.376,1.053,0.451,1.128,1.504,4.737,0.075
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29.0,33,26,2274,25.3,1,1.6,10,97,9,12,0,7,13,26,1.86,0.12,35,17,42,38,80,1,0.04,0.063,0.395,3.834,0.356,0.474,0.0,0.277,0.514,1.028,1.383,0.672,1.66,1.502,3.162,0.04
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18.0,16,8,816,9.1,1,1.3,12,31,0,6,0,8,20,14,3.31,0.33,25,18,8,22,19,1,0.11,0.143,1.319,3.407,0.0,0.659,0.0,0.879,2.198,1.538,2.747,1.978,0.879,2.418,2.088,0.11
Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19.0,28,21,1893,21.0,2,0.3,7,107,3,6,0,9,21,78,1.47,0.14,30,19,13,28,45,1,0.095,0.014,0.333,5.095,0.143,0.286,0.0,0.429,1.0,3.714,1.429,0.905,0.619,1.333,2.143,0.048
Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23.0,38,36,3093,34.4,3,3.2,26,98,5,78,5,41,101,156,2.07,0.23,49,27,21,28,76,3,0.087,0.093,0.756,2.849,0.145,2.267,0.145,1.192,2.936,4.535,1.424,0.785,0.61,0.814,2.209,0.087
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,23,15,1369,15.2,0,0.4,8,71,3,10,0,12,28,37,1.91,0.0,22,14,7,4,27,0,0.0,0.026,0.526,4.671,0.197,0.658,0.0,0.789,1.842,2.434,1.447,0.921,0.461,0.263,1.776,0.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28.0,32,31,2770,30.8,0,0.8,6,138,0,9,0,4,10,9,0.84,0.06,22,13,36,31,124,3,0.0,0.026,0.195,4.481,0.0,0.292,0.0,0.13,0.325,0.292,0.714,0.422,1.169,1.006,4.026,0.097
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24.0,29,25,2123,23.6,0,0.3,6,55,0,6,0,2,4,6,0.59,0.04,30,22,33,29,96,0,0.0,0.013,0.254,2.331,0.0,0.254,0.0,0.085,0.169,0.254,1.271,0.932,1.398,1.229,4.068,0.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30.0,16,6,704,7.8,0,0.1,3,26,1,1,0,0,0,4,0.51,0.0,7,2,8,6,36,2,0.0,0.013,0.385,3.333,0.128,0.128,0.0,0.0,0.0,0.513,0.897,0.256,1.026,0.769,4.615,0.256
Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24.0,31,21,1552,17.2,4,2.9,22,73,1,41,2,27,56,179,2.84,0.35,33,17,8,23,13,0,0.233,0.169,1.279,4.244,0.058,2.384,0.116,1.57,3.256,10.407,1.919,0.988,0.465,1.337,0.756,0.0
Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26.0,19,5,680,7.6,2,0.7,8,21,1,14,0,1,3,40,2.12,0.26,13,9,4,7,12,0,0.263,0.092,1.053,2.763,0.132,1.842,0.0,0.132,0.395,5.263,1.711,1.184,0.526,0.921,1.579,0.0
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21.0,37,32,2840,31.6,1,2.6,25,158,1,52,1,25,56,119,1.43,0.06,54,36,23,37,108,1,0.032,0.082,0.791,5.0,0.032,1.646,0.032,0.791,1.772,3.766,1.709,1.139,0.728,1.171,3.418,0.032
Diego Llorente,es ESP,DF,Betis,es La Liga,30.0,30,29,2519,28.0,0,0.3,6,81,0,1,0,6,9,3,0.54,0.07,36,20,43,29,154,1,0.0,0.011,0.214,2.893,0.0,0.036,0.0,0.214,0.321,0.107,1.286,0.714,1.536,1.036,5.5,0.036
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29.0,33,28,2513,27.9,4,4.3,28,111,1,62,0,14,30,151,2.01,0.43,69,52,27,32,51,1,0.143,0.154,1.004,3.978,0.036,2.222,0.0,0.502,1.075,5.412,2.473,1.864,0.968,1.147,1.828,0.036
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29.0,31,31,2768,30.8,1,0.9,5,99,0,3,0,4,7,7,0.68,0.1,68,43,34,33,192,0,0.032,0.029,0.162,3.214,0.0,0.097,0.0,0.13,0.227,0.227,2.208,1.396,1.104,1.071,6.234,0.0
David López,es ESP,DF,Girona,es La Liga,34.0,29,27,2429,27.0,1,0.6,4,132,0,3,0,6,9,7,0.89,0.11,32,24,14,22,111,2,0.037,0.022,0.148,4.889,0.0,0.111,0.0,0.222,0.333,0.259,1.185,0.889,0.519,0.815,4.111,0.074
Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,29,21,1936,21.5,0,0.4,5,73,0,60,0,18,39,64,0.93,0.09,40,23,11,21,59,2,0.0,0.019,0.233,3.395,0.0,2.791,0.0,0.837,1.814,2.977,1.86,1.07,0.512,0.977,2.744,0.093
Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21.0,22,7,775,8.6,0,1.2,14,36,0,35,8,4,13,37,3.6,0.12,27,17,18,12,20,0,0.0,0.14,1.628,4.186,0.0,4.07,0.93,0.465,1.512,4.302,3.14,1.977,2.093,1.395,2.326,0.0
Jhon Lucumí,co COL,DF,Bologna,it Serie A,26.0,32,29,2614,29.0,1,0.4,8,108,0,4,0,10,14,7,1.17,0.07,53,30,26,32,88,7,0.034,0.014,0.276,3.724,0.0,0.138,0.0,0.345,0.483,0.241,1.828,1.034,0.897,1.103,3.034,0.241
José Luis Gayà,es ESP,DF,Valencia,es La Liga,29.0,23,22,1803,20.0,1,2.6,24,59,1,84,0,7,20,156,1.95,0.25,57,40,25,16,61,0,0.05,0.13,1.2,2.95,0.05,4.2,0.0,0.35,1.0,7.8,2.85,2.0,1.25,0.8,3.05,0.0
José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34.0,18,10,1081,12.0,0,0.0,1,35,0,0,0,0,1,1,0.58,0.08,27,15,22,21,46,0,0.0,0.0,0.083,2.917,0.0,0.0,0.0,0.0,0.083,0.083,2.25,1.25,1.833,1.75,3.833,0.0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,23,18,1577,17.5,0,0.2,4,80,0,11,0,20,32,23,0.97,0.06,31,17,17,29,74,0,0.0,0.011,0.229,4.571,0.0,0.629,0.0,1.143,1.829,1.314,1.771,0.971,0.971,1.657,4.229,0.0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27.0,36,36,3240,36.0,3,1.3,8,96,1,8,0,1,6,11,0.83,0.14,48,27,33,30,161,1,0.083,0.036,0.222,2.667,0.028,0.222,0.0,0.028,0.167,0.306,1.333,0.75,0.917,0.833,4.472,0.028
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30.0,17,12,1048,11.6,4,1.6,19,49,0,106,36,4,8,36,2.83,0.43,23,14,11,10,41,1,0.345,0.138,1.638,4.224,0.0,9.138,3.103,0.345,0.69,3.103,1.983,1.207,0.948,0.862,3.534,0.086
